gene	disease	n_assoc	n_snps	n_studies	max_mlog	min_p	is_MHC	is_protein_coding
HLA-DQA2	SLE_lupus	1	1	1	14.522878745280336	3.0000000000000132e-15	True	True
HLA-DOB	SLE_lupus	1	1	1	14.397940008672036	4.000000000000018e-15	True	True
FCRL3	SLE_lupus	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
VDAC1P9	SLE_lupus	1	1	1	9.30102999566398	5.00000000000002e-10	False	False
LEF1-AS1	SLE_lupus	1	1	1	8.698970004336019	2e-09	False	False
HLA-A	SLE_lupus	1	1	1	29.69897000433602	2e-30	True	True
MICD	SLE_lupus	1	1	1	11.397940008672036	4.000000000000018e-12	False	False
HCG18	SLE_lupus	1	1	1	13.0	1e-13	False	False
USP8P1	SLE_lupus	1	1	1	26.69897000433602	2.0000000000000004e-27	False	False
RPL3P2	SLE_lupus	1	1	1	26.69897000433602	2.0000000000000004e-27	False	False
UQCRHP1	SLE_lupus	1	1	1	36.69897000433602	2e-37	False	False
AIF1	SLE_lupus	1	1	1	36.69897000433602	2e-37	False	True
C4B-AS1	SLE_lupus	1	1	1	29.22184874961636	5.999999999999954e-30	False	False
BTNL2	SLE_lupus	1	1	1	26.096910013008056	8.000000000000003e-27	False	True
GATA4	SLE_lupus	1	1	1	9.69897000433602	1.999999999999992e-10	False	True
OLFML3	SLE_lupus	1	1	1	9.69897000433602	1.999999999999992e-10	False	True
LRIT2	SLE_lupus	1	1	1	9.397940008672036	4.000000000000017e-10	False	True
FDFT1	SLE_lupus	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
PDE4A	SLE_lupus	1	1	1	9.154901959985745	6.999999999999973e-10	False	True
IQCB1	SLE_lupus	1	1	1	9.096910013008056	8.000000000000003e-10	False	True
SYN2	SLE_lupus	1	1	1	9.096910013008056	8.000000000000003e-10	False	True
GSTM5P1	SLE_lupus	1	1	1	9.096910013008056	8.000000000000003e-10	False	False
HIBCH	SLE_lupus	1	1	1	9.0	1e-09	False	True
MACIR	SLE_lupus	1	1	1	9.0	1e-09	False	True
AHI1-DT	SLE_lupus	1	1	1	9.0	1e-09	False	False
IQCJ-SCHIP1	SLE_lupus	1	1	1	10.69897000433602	1.999999999999992e-11	False	False
SCHIP1	SLE_lupus	1	1	1	10.69897000433602	1.999999999999992e-11	False	True
CTSB	SLE_lupus	1	1	1	10.69897000433602	1.999999999999992e-11	False	True
OR7E158P	SLE_lupus	1	1	1	10.69897000433602	1.999999999999992e-11	False	False
NRG3	SLE_lupus	1	1	1	10.69897000433602	1.999999999999992e-11	False	True
IKBKB	SLE_lupus	1	1	1	10.30102999566398	5.0000000000000196e-11	False	True
TRAF1	SLE_lupus	1	1	1	10.30102999566398	5.0000000000000196e-11	False	True
FBXL20	SLE_lupus	1	1	1	10.221848749616356	6.000000000000003e-11	False	True
IL20RB	SLE_lupus	1	1	1	10.096910013008056	8.000000000000003e-11	False	True
RNA5SP142	SLE_lupus	1	1	1	10.096910013008056	8.000000000000003e-11	False	False
LRRC56	SLE_lupus	1	1	1	10.045757490560677	8.99999999999997e-11	False	True
TSPAN33	SLE_lupus	1	1	1	10.0	1e-10	False	True
AFF3	SLE_lupus	1	1	1	10.0	1e-10	False	True
INPP1	SLE_lupus	1	1	1	10.0	1e-10	False	True
MFSD6	SLE_lupus	1	1	1	10.0	1e-10	False	True
SMO	SLE_lupus	1	1	1	9.0	1e-09	False	True
LINC02498	SLE_lupus	1	1	1	9.0	1e-09	False	False
LINC02950	SLE_lupus	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
FDX2	SLE_lupus	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
DRAIC	SLE_lupus	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
CX3CL1	SLE_lupus	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
CCL17	SLE_lupus	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
PXT1	SLE_lupus	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
ERI1	SLE_lupus	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
TNKS	SLE_lupus	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
MIR124-1HG	SLE_lupus	1	1	1	8.397940008672037	4.000000000000001e-09	False	False
MFHAS1	SLE_lupus	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
RNU1-88P	SLE_lupus	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
PLEKHM1	SLE_lupus	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
ZNF831	SLE_lupus	1	1	1	8.154901959985743	7.0000000000000015e-09	False	True
RNU6-938P	SLE_lupus	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
LINC02621	SLE_lupus	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
RNF182	SLE_lupus	1	1	1	8.0	1e-08	False	True
CD83	SLE_lupus	1	1	1	8.0	1e-08	False	True
LDB2	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
DEFB134	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
DEFB131E	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
UBLCP1	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
SLC44A2	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
LAMC2	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
NOTCH2	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
CLDN23	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
OPN1SW	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
CCDC136	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
TMEM244	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
L3MBTL3	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
LINC02842	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
ETV7	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
LINC00529	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
LINC01816	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
COX7CP3	SLE_lupus	1	1	1	16.522878745280337	3.000000000000001e-17	False	False
RGS2-AS1	SLE_lupus	1	1	1	15.69897000433602	1.999999999999992e-16	False	False
LRIG2	SLE_lupus	1	1	1	15.0	1e-15	False	True
PPP1R3B-DT	SLE_lupus	1	1	1	14.30102999566398	5.00000000000002e-15	False	False
MKRN2OS	SLE_lupus	1	1	1	14.0	1e-14	False	True
TSEN2	SLE_lupus	1	1	1	14.0	1e-14	False	True
KRT18P39	SLE_lupus	1	1	1	14.0	1e-14	False	False
NPM1P33	SLE_lupus	1	1	1	14.0	1e-14	False	False
LINC01100	SLE_lupus	1	1	1	24.30102999566398	5e-25	False	False
ZPBP2	SLE_lupus	1	1	1	22.30102999566398	4.999999999999999e-23	False	True
GSDMB	SLE_lupus	1	1	1	22.30102999566398	4.999999999999999e-23	False	True
RNU6-474P	SLE_lupus	1	1	1	20.0	1e-20	False	False
TCP11	SLE_lupus	1	1	1	18.522878745280337	3.0000000000000014e-19	False	True
SCUBE3	SLE_lupus	1	1	1	18.522878745280337	3.0000000000000014e-19	False	True
BCL2L15	SLE_lupus	1	1	1	35.0	1e-35	False	True
SLC17A1	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
RNU6-416P	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	False
SRCAP	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
LIMASI	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	False
ICAM4-AS1	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	False
SOX7	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
SLC9A4	SLE_lupus	1	1	1	11.522878745280336	3.0000000000000135e-12	False	True
RPS6KA4	SLE_lupus	1	1	1	11.522878745280336	3.0000000000000135e-12	False	True
HNRNPFP1	SLE_lupus	1	1	1	11.30102999566398	5.00000000000002e-12	False	False
GUCA2B	SLE_lupus	1	1	1	11.30102999566398	5.00000000000002e-12	False	True
PTPN2	SLE_lupus	1	1	1	11.154901959985745	6.999999999999973e-12	False	True
LINC02980	SLE_lupus	1	1	1	11.154901959985745	6.999999999999973e-12	False	False
PVT1	SLE_lupus	1	1	1	11.096910013008056	8.000000000000003e-12	False	False
RN7SKP226	SLE_lupus	1	1	1	11.096910013008056	8.000000000000003e-12	False	False
RN7SL335P	SLE_lupus	1	1	1	11.045757490560677	8.99999999999997e-12	False	False
BLTP1	SLE_lupus	1	1	1	11.045757490560677	8.99999999999997e-12	False	True
FASLG	SLE_lupus	1	1	1	11.0	1e-11	False	True
SLC25A38P1	SLE_lupus	1	1	1	11.0	1e-11	False	False
RN7SL824P	SLE_lupus	1	1	1	11.0	1e-11	False	False
GFI1	SLE_lupus	1	1	1	11.0	1e-11	False	True
INPP5B	SLE_lupus	1	1	1	13.69897000433602	1.999999999999992e-14	False	True
PHLDB1	SLE_lupus	1	1	1	13.397940008672036	4.0000000000000177e-14	False	True
DEAF1	SLE_lupus	1	1	1	13.397940008672036	4.0000000000000177e-14	False	True
RPL32P23	SLE_lupus	1	1	1	13.221848749616356	6.000000000000003e-14	False	False
RBM17	SLE_lupus	1	1	1	13.221848749616356	6.000000000000003e-14	False	True
MANBA	SLE_lupus	1	1	1	12.69897000433602	1.999999999999992e-13	False	True
RN7SL645P	SLE_lupus	1	1	1	12.69897000433602	1.999999999999992e-13	False	False
CFAP263	SLE_lupus	1	1	1	12.69897000433602	1.999999999999992e-13	False	True
CYP4F8	SLE_lupus	1	1	1	12.522878745280336	3.0000000000000135e-13	False	True
RREB1	SLE_lupus	1	1	1	8.0	1e-08	False	True
TRIM49	SLE_lupus	1	1	1	8.0	1e-08	False	True
RAVER1	SLE_lupus	1	1	1	24.69897000433602	2.0000000000000003e-25	False	True
EFNA4-EFNA3	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
CLEC1A	SLE_lupus	1	1	1	8.096910013008056	8.000000000000004e-09	False	True
RFTN2	SLE_lupus	1	1	1	9.0	1e-09	False	True
MARS2	SLE_lupus	1	1	1	9.0	1e-09	False	True
MAPT	SLE_lupus	1	1	1	9.154901959985745	6.999999999999973e-10	False	True
MAPT-IT1	SLE_lupus	1	1	1	9.154901959985745	6.999999999999973e-10	False	False
LZTFL1	SLE_lupus	1	1	1	12.69897000433602	1.999999999999992e-13	False	True
OAS3	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
SLC29A3	SLE_lupus	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
TMEM116	SLE_lupus	1	1	1	11.154901959985745	6.999999999999973e-12	False	True
IFNLR1	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
GRHL3	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
TARBP1	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
LINC01354	SLE_lupus	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
ATXN1-AS1	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
STMND1	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
TAOK3	SLE_lupus	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
WIPF1	SLE_lupus	1	1	1	8.0	1e-08	False	True
HLA-DOA	SLE_lupus	1	1	1	9.522878745280336	3.0000000000000134e-10	True	True
HLA-DQB1-AS1	SLE_lupus	1	1	1	9.0	1e-09	True	False
TOB2P1	SLE_lupus	1	1	1	8.698970004336019	2e-09	False	False
ZSCAN9	SLE_lupus	1	1	1	8.698970004336019	2e-09	False	True
NXPE3	SLE_lupus	1	1	1	20.22184874961636	5.999999999999954e-21	False	True
GBGT1	SLE_lupus	1	1	1	9.096910013008056	8.000000000000003e-10	False	True
OBP2B	SLE_lupus	1	1	1	9.096910013008056	8.000000000000003e-10	False	True
TAP2	SLE_lupus	1	1	1	30.522878745280337	3.000000000000001e-31	False	True
PSMB8	SLE_lupus	1	1	1	30.522878745280337	3.000000000000001e-31	False	True
BTN3A1	SLE_lupus	1	1	1	10.397940008672036	4.000000000000017e-11	False	True
HLA-Z	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	True	False
HLA-DMB	SLE_lupus	1	1	1	7.698970004336019	2.0000000000000004e-08	True	True
NOTCH4	SLE_lupus	1	1	1	15.69897000433602	1.999999999999992e-16	True	True
IFITM3P3	SLE_lupus	1	1	1	11.154901959985745	6.999999999999973e-12	False	False
ILRUN	SLE_lupus	1	1	1	11.154901959985745	6.999999999999973e-12	False	True
VN1R18P	SLE_lupus	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
RN7SKP224	SLE_lupus	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
IGLV3-13	SLE_lupus	1	1	1	13.69897000433602	1.999999999999992e-14	False	False
IGLV3-12	SLE_lupus	1	1	1	13.69897000433602	1.999999999999992e-14	False	False
LGSN	SLE_lupus	1	1	1	11.154901959985745	6.999999999999973e-12	False	True
EEF1B2P5	SLE_lupus	1	1	1	11.154901959985745	6.999999999999973e-12	False	False
KCNMB2	SLE_lupus	1	1	1	12.0	1e-12	False	True
SENP6	SLE_lupus	1	1	1	10.522878745280336	3.0000000000000136e-11	False	True
RBM33-DT	SLE_lupus	1	1	1	12.397940008672036	4.0000000000000173e-13	False	False
RN7SKP167	SLE_lupus	1	1	1	11.30102999566398	5.00000000000002e-12	False	False
FGFR2	SLE_lupus	1	1	1	11.30102999566398	5.00000000000002e-12	False	True
LINC00375	SLE_lupus	1	1	1	11.0	1e-11	False	False
LINC00351	SLE_lupus	1	1	1	11.0	1e-11	False	False
MIR4458HG	SLE_lupus	1	1	1	11.0	1e-11	False	False
MTND6P2	SLE_lupus	1	1	1	11.0	1e-11	False	False
DCDC1	SLE_lupus	1	1	1	11.0	1e-11	False	True
RNF212B	SLE_lupus	1	1	1	10.397940008672036	4.000000000000017e-11	False	True
GCGR	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
MCRIP1	SLE_lupus	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
HLA-DQA1	allergy	115	97	49	69.15490195998575	6.999999999999888e-70	True	True
HLA-DRB1	allergy	92	79	29	34.15490195998574	7.000000000000001e-35	True	True
CCDST	allergy	67	34	31	228.0	1e-228	False	False
LINC02757	allergy	60	25	41	132.69897000433602	2e-133	False	False
EMSY	allergy	55	20	40	132.69897000433602	2e-133	False	True
TSBP1-AS1	allergy	43	33	31	26.69897000433602	2.0000000000000004e-27	False	False
Y_RNA	allergy	41	27	23	17.30102999566398	4.9999999999999996e-18	False	False
LINC02676	allergy	39	25	13	31.0	1e-31	False	False
IL18R1	allergy	34	20	27	78.39794000867204	4.000000000000001e-79	False	True
CLEC16A	allergy	32	14	28	94.39794000867204	4.000000000000001e-95	False	True
IL1RL1	allergy	31	19	23	78.39794000867204	4.000000000000001e-79	False	True
GTF3AP1	allergy	31	22	21	43.15490195998574	7.000000000000002e-44	False	False
OVOL1	allergy	29	10	20	105.0	1e-105	False	True
LINC00709	allergy	29	18	13	31.0	1e-31	False	False
TH2LCRR	allergy	27	11	23	129.0	1e-129	False	False
SMAD3	allergy	27	12	21	36.30102999566398	5e-37	False	True
IGHV3-62	allergy	27	27	1	8.0	1e-08	False	False
BCLAF1P1	allergy	26	16	18	61.30102999566398	4.999999999999999e-62	False	False
RTEL1-TNFRSF6B	allergy	25	16	18	108.30102999566398	4.999999999999999e-109	False	False
HLA-DQB1	allergy	25	19	21	69.15490195998575	6.999999999999888e-70	True	True
IL2RA	allergy	24	9	21	44.52287874528034	3.0000000000000014e-45	False	True
LINC00299	allergy	23	11	22	32.69897000433602	2e-33	False	False
IL13	allergy	22	6	21	129.0	1e-129	False	True
WDR36	allergy	22	7	20	63.52287874528034	3.000000000000001e-64	False	True
RTEL1	allergy	22	14	16	108.30102999566398	4.999999999999999e-109	False	True
CCR7	allergy	22	7	19	67.52287874528034	3.0000000000000012e-68	False	True
SMARCE1	allergy	22	7	19	67.52287874528034	3.0000000000000012e-68	False	True
IGHVII-62-1	allergy	22	22	1	7.698970004336019	2.0000000000000004e-08	False	False
RPL13AP18	allergy	21	19	19	30.69897000433602	2e-31	False	False
RNU6-1213P	allergy	21	19	19	30.69897000433602	2e-31	False	False
IL7R	allergy	21	11	20	98.52287874528034	3.0000000000000013e-99	False	True
ETS1	allergy	21	16	18	51.22184874961636	5.999999999999905e-52	False	True
FLG	allergy	21	4	16	117.39794000867204	4.000000000000001e-118	False	True
D2HGDH	allergy	20	4	18	58.0	1e-58	False	True
HLA-DRB9	allergy	20	14	15	19.522878745280337	3.000000000000001e-20	True	False
GLB1	allergy	19	16	15	25.69897000433602	2.0000000000000004e-26	False	True
HLA-DRA	allergy	19	15	17	26.69897000433602	2.0000000000000004e-27	True	True
TLR1	allergy	18	12	17	113.39794000867204	4.000000000000001e-114	False	True
RPS3AP21	allergy	18	3	18	63.52287874528034	3.000000000000001e-64	False	False
RANBP6	allergy	18	14	13	27.30102999566398	4.999999999999999e-28	False	True
LPP	allergy	18	11	13	14.69897000433602	1.9999999999999923e-15	False	True
SLC25A46	allergy	18	13	16	61.30102999566398	4.999999999999999e-62	False	True
ITGB8	allergy	18	10	12	20.522878745280337	3.000000000000001e-21	False	True
HLA-B	allergy	18	15	16	19.0	1e-19	True	True
TSBP1	allergy	18	15	17	18.30102999566398	4.999999999999999e-19	False	True
LINC02098	allergy	17	13	15	51.22184874961636	5.999999999999905e-52	False	False
IL33	allergy	17	12	13	43.15490195998574	7.000000000000002e-44	False	True
SLC9A4	allergy	17	16	4	25.69897000433602	2.0000000000000004e-26	False	True
IGHV3-60	allergy	17	17	1	7.698970004336019	2.0000000000000004e-08	False	False
STAT6	allergy	16	3	14	29.30102999566398	4.999999999999999e-30	False	True
RORA	allergy	16	9	15	23.522878745280337	3.000000000000001e-24	False	True
RNA5SP389	allergy	16	16	1	7.698970004336019	2.0000000000000004e-08	False	False
RUNX3	allergy	15	8	14	55.30102999566398	4.999999999999999e-56	False	True
LINC02929	allergy	15	12	14	54.39794000867204	4.0000000000000014e-55	False	False
